,Unnamed: 0,Unnamed: 0.1,name,period,last_extract
694,,,INFN,2000d,12-29-2021
695,,,NAT,2000d,12-29-2021
696,,,GEF,2000d,12-29-2021
697,,,DLB,2000d,12-29-2021
698,,,RJF,2000d,12-29-2021
699,,,EQT,2000d,12-29-2021
700,,,PETS,2000d,12-29-2021
701,,,AXTA,2000d,12-29-2021
702,,,GLW,2000d,12-29-2021
703,,,ZBRA,2000d,12-29-2021
704,,,DE,2000d,12-29-2021
705,,,CSGP,2000d,12-29-2021
706,,,RCL,2000d,12-29-2021
707,,,TGP,2000d,12-29-2021
708,,,DOMO,2000d,12-29-2021
709,,,MWA,2000d,12-29-2021
710,,,QRVO,2000d,12-29-2021
711,,,SAH,2000d,12-29-2021
712,,,EDU,2000d,12-29-2021
713,,,STM,2000d,12-29-2021
714,,,AERI,2000d,12-29-2021
715,,,SEM,2000d,12-29-2021
716,,,CRY,2000d,12-29-2021
717,,,NUVA,2000d,12-29-2021
718,,,OMC,2000d,12-29-2021
719,,,GTN,2000d,12-29-2021
720,,,HSC,2000d,12-29-2021
721,,,MELI,2000d,12-29-2021
722,,,CSV,2000d,12-29-2021
723,,,OLN,2000d,12-29-2021
724,,,GME,2000d,12-29-2021
725,,,DXPE,2000d,12-29-2021
726,,,PUMP,2000d,12-29-2021
727,,,RDUS,2000d,12-29-2021
728,,,KIRK,2000d,12-29-2021
729,,,UNH,2000d,12-29-2021
730,,,CRBP,2000d,12-29-2021
731,,,ESE,2000d,12-29-2021
732,,,BLI,2000d,12-29-2021
733,,,CTRN,2000d,12-29-2021
734,,,TMO,2000d,12-29-2021
735,,,EW,2000d,12-29-2021
736,,,EVER,2000d,12-29-2021
737,,,DELL,2000d,12-29-2021
738,,,SCVL,2000d,12-29-2021
739,,,SREV,2000d,12-29-2021
740,,,TPH,2000d,12-29-2021
741,,,CAPR,2000d,12-29-2021
742,,,ZGNX,2000d,12-29-2021
743,,,FIS,2000d,12-29-2021
744,,,WDAY,2000d,12-29-2021
745,,,NSIT,2000d,12-29-2021
746,,,KRA,2000d,12-29-2021
747,,,GOLD,2000d,12-29-2021
748,,,MATW,2000d,12-29-2021
749,,,VSTM,2000d,12-29-2021
750,,,DOOO,2000d,12-29-2021
751,,,GLBE,2000d,12-29-2021
752,,,T,2000d,12-29-2021
753,,,SPXC,2000d,12-29-2021
754,,,BKR,2000d,12-29-2021
755,,,CLFD,2000d,12-29-2021
756,,,GTES,2000d,12-29-2021
757,,,CNK,2000d,12-29-2021
758,,,ZVO,2000d,12-29-2021
759,,,MGNI,2000d,12-29-2021
760,,,NUS,2000d,12-29-2021
761,,,SU,2000d,12-29-2021
762,,,AMRX,2000d,12-29-2021
763,,,CW,2000d,12-29-2021
764,,,XYL,2000d,12-29-2021
765,,,BV,2000d,12-29-2021
766,,,LMND,2000d,12-29-2021
767,,,UNVR,2000d,12-29-2021
768,,,ROG,2000d,12-29-2021
769,,,CRTO,2000d,12-29-2021
770,,,SPNS,2000d,12-29-2021
771,,,ELAN,2000d,12-29-2021
772,,,SE,2000d,12-29-2021
773,,,AMZN,2000d,12-29-2021
774,,,FROG,2000d,12-29-2021
775,,,RLI,2000d,12-29-2021
776,,,PFGC,2000d,12-29-2021
777,,,SCHN,2000d,12-29-2021
778,,,RRR,2000d,12-29-2021
779,,,ENPH,2000d,12-29-2021
780,,,CS,2000d,12-29-2021
781,,,GLDD,2000d,12-29-2021
782,,,SEAS,2000d,12-29-2021
783,,,PETQ,2000d,12-29-2021
784,,,PSXP,2000d,12-29-2021
785,,,SPOT,2000d,12-29-2021
786,,,QUAD,2000d,12-29-2021
787,,,MSCI,2000d,12-29-2021
788,,,VFC,2000d,12-29-2021
789,,,RYI,2000d,12-29-2021
790,,,TRS,2000d,12-29-2021
791,,,TMUS,2000d,12-29-2021
792,,,NWE,2000d,12-29-2021
793,,,ZS,2000d,12-29-2021
794,,,CBRE,2000d,12-29-2021
795,,,CVCO,2000d,12-29-2021
796,,,KMPR,2000d,12-29-2021
797,,,JKS,2000d,12-29-2021
798,,,CHWY,2000d,12-29-2021
799,,,WEC,2000d,12-29-2021
800,,,TRV,2000d,12-29-2021
801,,,SEDG,2000d,12-29-2021
802,,,STNE,2000d,12-29-2021
803,,,BBSI,2000d,12-29-2021
804,,,GSHD,2000d,12-29-2021
805,,,HALO,2000d,12-29-2021
806,,,MPLX,2000d,12-29-2021
807,,,WOR,2000d,12-29-2021
808,,,AGO,2000d,12-29-2021
809,,,ICLR,2000d,12-29-2021
810,,,UEIC,2000d,12-29-2021
811,,,MDC,2000d,12-29-2021
812,,,VTVT,2000d,12-29-2021
813,,,MRC,2000d,12-29-2021
814,,,AA,2000d,12-29-2021
815,,,WNC,2000d,12-29-2021
816,,,ES,2000d,12-29-2021
817,,,CCS,2000d,12-29-2021
818,,,JBT,2000d,12-29-2021
819,,,INGN,2000d,12-29-2021
820,,,IART,2000d,12-29-2021
821,,,ACRX,2000d,12-29-2021
822,,,VNDA,2000d,12-29-2021
823,,,KRUS,2000d,12-29-2021
824,,,SHOP,2000d,12-29-2021
825,,,ZIOP,2000d,12-29-2021
826,,,FNV,2000d,12-29-2021
827,,,INVA,2000d,12-29-2021
828,,,AAPL,2000d,12-29-2021
829,,,OPCH,2000d,12-29-2021
830,,,ICHR,2000d,12-29-2021
831,,,FET,2000d,12-29-2021
832,,,SNBR,2000d,12-29-2021
833,,,SOFI,2000d,12-29-2021
834,,,PKG,2000d,12-29-2021
835,,,JAKK,2000d,12-29-2021
836,,,LYB,2000d,12-29-2021
837,,,VIAC,2000d,12-29-2021
838,,,MED,2000d,12-29-2021
839,,,CENX,2000d,12-29-2021
840,,,JBSS,2000d,12-29-2021
841,,,BOX,2000d,12-29-2021
842,,,PACB,2000d,12-29-2021
843,,,NVS,2000d,12-29-2021
844,,,AXL,2000d,12-29-2021
845,,,OC,2000d,12-29-2021
846,,,AON,2000d,12-29-2021
847,,,CTS,2000d,12-29-2021
848,,,SSTI,2000d,12-29-2021
849,,,KMI,2000d,12-29-2021
850,,,TOUR,2000d,12-29-2021
851,,,CHDN,2000d,12-29-2021
852,,,HCKT,2000d,12-29-2021
853,,,YEXT,2000d,12-29-2021
854,,,OSTK,2000d,12-29-2021
855,,,EURN,2000d,12-29-2021
856,,,WMG,2000d,12-29-2021
857,,,EXPD,2000d,12-29-2021
858,,,MYOV,2000d,12-29-2021
859,,,TALO,2000d,12-29-2021
860,,,FOXA,2000d,12-29-2021
861,,,AAIC,2000d,12-29-2021
862,,,TCOM,2000d,12-29-2021
863,,,DFS,2000d,12-29-2021
864,,,AAOI,2000d,12-29-2021
865,,,INSM,2000d,12-29-2021
866,,,INCY,2000d,12-29-2021
867,,,MGA,2000d,12-29-2021
868,,,PNM,2000d,12-29-2021
869,,,TSEM,2000d,12-29-2021
870,,,BEP,2000d,12-29-2021
871,,,TNC,2000d,12-29-2021
872,,,BYND,2000d,12-29-2021
873,,,VC,2000d,12-29-2021
874,,,SYNH,2000d,12-29-2021
875,,,AMCX,2000d,12-29-2021
876,,,NGD,2000d,12-29-2021
877,,,AJRD,2000d,12-29-2021
878,,,LUMN,2000d,12-29-2021
879,,,WWD,2000d,12-29-2021
880,,,ALLK,2000d,12-29-2021
881,,,IR,2000d,12-29-2021
882,,,ALV,2000d,12-29-2021
883,,,VRM,2000d,12-29-2021
884,,,CDK,2000d,12-29-2021
885,,,CVLG,2000d,12-29-2021
886,,,JOBS,2000d,12-29-2021
887,,,GM,2000d,12-29-2021
888,,,BJ,2000d,12-29-2021
889,,,TMX,2000d,12-29-2021
890,,,RVNC,2000d,12-29-2021
891,,,IMKTA,2000d,12-29-2021
892,,,PGNY,2000d,12-29-2021
893,,,PEGA,2000d,12-29-2021
894,,,CPRI,2000d,12-29-2021
895,,,THS,2000d,12-29-2021
896,,,LFUS,2000d,12-29-2021
897,,,SNY,2000d,12-29-2021
898,,,DRI,2000d,12-29-2021
899,,,SGRY,2000d,12-29-2021
900,,,IAC,2000d,12-29-2021
901,,,WWE,2000d,12-29-2021
902,,,IMO,2000d,12-29-2021
903,,,YUMC,2000d,12-29-2021
904,,,COP,2000d,12-29-2021
905,,,BA,2000d,12-29-2021
906,,,SPWR,2000d,12-29-2021
907,,,WATT,2000d,12-29-2021
908,,,HURN,2000d,12-29-2021
909,,,BKE,2000d,12-29-2021
910,,,DHX,2000d,12-29-2021
911,,,SFE,2000d,12-29-2021
912,,,IQ,2000d,12-29-2021
913,,,FRO,2000d,12-29-2021
914,,,GSM,2000d,12-29-2021
915,,,MORN,2000d,12-29-2021
916,,,ALTO,2000d,12-29-2021
917,,,WMB,2000d,12-29-2021
918,,,ORN,2000d,12-29-2021
919,,,SWK,2000d,12-29-2021
920,,,HELE,2000d,12-29-2021
921,,,WBT,2000d,12-29-2021
922,,,AEM,2000d,12-29-2021
923,,,HUBS,2000d,12-29-2021
924,,,IIVI,2000d,12-29-2021
925,,,PXD,2000d,12-29-2021
926,,,EEFT,2000d,12-29-2021
927,,,GNTX,2000d,12-29-2021
928,,,INFY,2000d,12-29-2021
929,,,SWM,2000d,12-29-2021
930,,,AIN,2000d,12-29-2021
931,,,FRTA,2000d,12-29-2021
932,,,REGI,2000d,12-29-2021
933,,,PCTY,2000d,12-29-2021
934,,,AAON,2000d,12-29-2021
935,,,NTRS,2000d,12-29-2021
936,,,FDX,2000d,12-29-2021
937,,,MCD,2000d,12-29-2021
938,,,ATNI,2000d,12-29-2021
939,,,GSKY,2000d,12-29-2021
940,,,RGS,2000d,12-29-2021
941,,,TXRH,2000d,12-29-2021
942,,,RCII,2000d,12-29-2021
943,,,EVOP,2000d,12-29-2021
944,,,A,2000d,12-29-2021
945,,,AZN,2000d,12-29-2021
946,,,JKHY,2000d,12-29-2021
947,,,SITM,2000d,12-29-2021
948,,,VMC,2000d,12-29-2021
949,,,ORA,2000d,12-29-2021
950,,,CCRN,2000d,12-29-2021
951,,,SMTC,2000d,12-29-2021
952,,,KDNY,2000d,12-29-2021
953,,,PGEN,2000d,12-29-2021
954,,,EQIX,2000d,12-29-2021
955,,,HUN,2000d,12-29-2021
956,,,WBA,2000d,12-29-2021
957,,,AKAM,2000d,12-29-2021
958,,,KELYA,2000d,12-29-2021
959,,,SCCO,2000d,12-29-2021
960,,,ANET,2000d,12-29-2021
961,,,LPSN,2000d,12-29-2021
962,,,RMTI,2000d,12-29-2021
963,,,SPT,2000d,12-29-2021
964,,,SWX,2000d,12-29-2021
965,,,ATI,2000d,12-29-2021
966,,,APOG,2000d,12-29-2021
967,,,FND,2000d,12-29-2021
968,,,UPST,2000d,12-29-2021
969,,,U,2000d,12-29-2021
970,,,NLOK,2000d,12-29-2021
971,,,RM,2000d,12-29-2021
972,,,MCRI,2000d,12-29-2021
973,,,CWCO,2000d,12-29-2021
974,,,UIHC,2000d,12-29-2021
975,,,BJRI,2000d,12-29-2021
976,,,EQH,2000d,12-29-2021
977,,,TROX,2000d,12-29-2021
978,,,VUZI,2000d,12-29-2021
979,,,IONS,2000d,12-29-2021
980,,,WM,2000d,12-29-2021
981,,,LLY,2000d,12-29-2021
982,,,PAYC,2000d,12-29-2021
983,,,WSO,2000d,12-29-2021
984,,,ASPS,2000d,12-29-2021
985,,,CPSI,2000d,12-29-2021
986,,,ENTA,2000d,12-29-2021
987,,,IRBT,2000d,12-29-2021
988,,,ASRT,2000d,12-29-2021
989,,,PTRA,2000d,12-29-2021
990,,,STNG,2000d,12-29-2021
991,,,NVO,2000d,12-29-2021
992,,,PRTA,2000d,12-29-2021
993,,,TTMI,2000d,12-29-2021
994,,,AOS,2000d,12-29-2021
995,,,ROLL,2000d,12-29-2021
996,,,OTEX,2000d,12-29-2021
997,,,CNSL,2000d,12-29-2021
998,,,FISV,2000d,12-29-2021
999,,,CFG,2000d,12-29-2021
1000,,,CNP,2000d,12-29-2021
1001,,,SIX,2000d,12-29-2021
1002,,,CARA,2000d,12-29-2021
1003,,,COOP,2000d,12-29-2021
1004,,,PBF,2000d,12-29-2021
1005,,,BDX,2000d,12-29-2021
1006,,,OKTA,2000d,12-29-2021
1007,,,AGEN,2000d,12-29-2021
1008,,,LPLA,2000d,12-29-2021
1009,,,NBIX,2000d,12-29-2021
1010,,,HEXO,2000d,12-29-2021
1011,,,LASR,2000d,12-29-2021
1012,,,AWI,2000d,12-29-2021
1013,,,BIP,2000d,12-29-2021
1014,,,MANU,2000d,12-29-2021
1015,,,CMA,2000d,12-29-2021
1016,,,TSM,2000d,12-29-2021
1017,,,CNC,2000d,12-29-2021
1018,,,APTV,2000d,12-29-2021
1019,,,MDRX,2000d,12-29-2021
1020,,,DQ,2000d,12-29-2021
1021,,,GEL,2000d,12-29-2021
1022,,,ZIXI,2000d,12-29-2021
1023,,,GCO,2000d,12-29-2021
1024,,,APP,2000d,12-29-2021
1025,,,QTWO,2000d,12-29-2021
1026,,,NMIH,2000d,12-29-2021
1027,,,CLF,2000d,12-29-2021
1028,,,TTC,2000d,12-29-2021
1029,,,MXL,2000d,12-29-2021
1030,,,CERS,2000d,12-29-2021
1031,,,ZUMZ,2000d,12-29-2021
1032,,,CDAY,2000d,12-29-2021
1033,,,SYF,2000d,12-29-2021
1034,,,BILL,2000d,12-29-2021
1035,,,WRLD,2000d,12-29-2021
1036,,,ESNT,2000d,12-29-2021
1037,,,UBER,2000d,12-29-2021
1038,,,AWR,2000d,12-29-2021
1039,,,USPH,2000d,12-29-2021
1040,,,ALE,2000d,12-29-2021
1041,,,CODI,2000d,12-29-2021
1042,,,ALK,2000d,12-29-2021
1043,,,AMRC,2000d,12-29-2021
1044,,,LOCO,2000d,12-29-2021
1045,,,BYD,2000d,12-29-2021
1046,,,MO,2000d,12-29-2021
1047,,,BILI,2000d,12-29-2021
1048,,,OCN,2000d,12-29-2021
1049,,,AMP,2000d,12-29-2021
1050,,,PRO,2000d,12-29-2021
1051,,,TEL,2000d,12-29-2021
1052,,,ADBE,2000d,12-29-2021
1053,,,AMOT,2000d,12-29-2021
1054,,,PSMT,2000d,12-29-2021
1055,,,LXRX,2000d,12-29-2021
1056,,,CPRT,2000d,12-29-2021
1057,,,MEOH,2000d,12-29-2021
1058,,,EPAM,2000d,12-29-2021
1059,,,VNET,2000d,12-29-2021
1060,,,MHK,2000d,12-29-2021
1061,,,TCS,2000d,12-29-2021
1062,,,AWK,2000d,12-29-2021
1063,,,VEEV,2000d,12-29-2021
1064,,,ERIC,2000d,12-29-2021
1065,,,OMCL,2000d,12-29-2021
1066,,,CARS,2000d,12-29-2021
1067,,,SWBI,2000d,12-29-2021
1068,,,PVH,2000d,12-29-2021
1069,,,F,2000d,12-29-2021
1070,,,BBY,2000d,12-29-2021
1071,,,RPAY,2000d,12-29-2021
1072,,,HRB,2000d,12-29-2021
1073,,,DOX,2000d,12-29-2021
1074,,,CHCO,2000d,12-29-2021
1075,,,ZD,2000d,12-29-2021
1076,,,MNRO,2000d,12-29-2021
1077,,,NCMI,2000d,12-29-2021
1078,,,PTON,2000d,12-29-2021
1079,,,LULU,2000d,12-29-2021
1080,,,NEU,2000d,12-29-2021
1081,,,TTI,2000d,12-29-2021
1082,,,RNG,2000d,12-29-2021
1083,,,ASIX,2000d,12-29-2021
1084,,,RYAM,2000d,12-29-2021
1085,,,TG,2000d,12-29-2021
1086,,,ARWR,2000d,12-29-2021
1087,,,WSM,2000d,12-29-2021
1088,,,CALX,2000d,12-29-2021
1089,,,SKLZ,2000d,12-29-2021
1090,,,CQP,2000d,12-29-2021
1091,,,BBW,2000d,12-29-2021
1092,,,EAT,2000d,12-29-2021
1093,,,MLAB,2000d,12-29-2021
1094,,,WD,2000d,12-29-2021
1095,,,ARDX,2000d,12-29-2021
1096,,,NM,2000d,12-29-2021
1097,,,ABNB,2000d,12-29-2021
1098,,,TTWO,2000d,12-29-2021
1099,,,CSII,2000d,12-29-2021
1100,,,LEN,2000d,12-29-2021
1101,,,HRL,2000d,12-29-2021
1102,,,SIMO,2000d,12-29-2021
1103,,,XPO,2000d,12-29-2021
1104,,,SSSS,2000d,12-29-2021
1105,,,CPB,2000d,12-29-2021
1106,,,GDDY,2000d,12-29-2021
1107,,,LJPC,2000d,12-29-2021
1108,,,DAR,2000d,12-29-2021
1109,,,GPRE,2000d,12-29-2021
1110,,,KR,2000d,12-29-2021
1111,,,CE,2000d,12-29-2021
1112,,,NEX,2000d,12-29-2021
1113,,,DTE,2000d,12-29-2021
1114,,,BNTX,2000d,12-29-2021
1115,,,ATSG,2000d,12-29-2021
1116,,,PING,2000d,12-29-2021
1117,,,JAZZ,2000d,12-29-2021
1118,,,DDOG,2000d,12-29-2021
1119,,,MET,2000d,12-29-2021
1120,,,FLDM,2000d,12-29-2021
1121,,,BRKR,2000d,12-29-2021
1122,,,DAVA,2000d,12-29-2021
1123,,,NAVI,2000d,12-29-2021
1124,,,SCL,2000d,12-29-2021
1125,,,PBPB,2000d,12-29-2021
1126,,,ESLT,2000d,12-29-2021
1127,,,BK,2000d,12-29-2021
1128,,,SWAV,2000d,12-29-2021
1129,,,BLKB,2000d,12-29-2021
1130,,,GNRC,2000d,12-29-2021
1131,,,XPRO,2000d,12-29-2021
1132,,,AZO,2000d,12-29-2021
1133,,,TDS,2000d,12-29-2021
1134,,,GOGO,2000d,12-29-2021
1135,,,BLD,2000d,12-29-2021
1136,,,GRMN,2000d,12-29-2021
1137,,,OOMA,2000d,12-29-2021
1138,,,AME,2000d,12-29-2021
1139,,,ADS,2000d,12-29-2021
1140,,,SGMS,2000d,12-29-2021
1141,,,CHPT,2000d,12-29-2021
1142,,,AL,2000d,12-29-2021
1143,,,EPAC,2000d,12-29-2021
1144,,,MNDT,2000d,12-29-2021
1145,,,SMP,2000d,12-29-2021
1146,,,TNL,2000d,12-29-2021
1147,,,SANM,2000d,12-29-2021
1148,,,ARLP,2000d,12-29-2021
1149,,,MIDD,2000d,12-29-2021
1150,,,KAI,2000d,12-29-2021
1151,,,HTLD,2000d,12-29-2021
1152,,,MG,2000d,12-29-2021
1153,,,LEVI,2000d,12-29-2021
1154,,,QS,2000d,12-29-2021
1155,,,NGVT,2000d,12-29-2021
1156,,,PPL,2000d,12-29-2021
1157,,,FARM,2000d,12-29-2021
1158,,,CHEF,2000d,12-29-2021
1159,,,SFL,2000d,12-29-2021
1160,,,TWOU,2000d,12-29-2021
1161,,,YELL,2000d,12-29-2021
1162,,,MPAA,2000d,12-29-2021
1163,,,STBA,2000d,12-29-2021
1164,,,EBS,2000d,12-29-2021
1165,,,NPO,2000d,12-29-2021
1166,,,INSP,2000d,12-29-2021
1167,,,VRA,2000d,12-29-2021
1168,,,STON,2000d,12-29-2021
1169,,,JOUT,2000d,12-29-2021
1170,,,CC,2000d,12-29-2021
1171,,,SPPI,2000d,12-29-2021
1172,,,JHG,2000d,12-29-2021
1173,,,CCK,2000d,12-29-2021
1174,,,IBP,2000d,12-29-2021
1175,,,TDC,2000d,12-29-2021
1176,,,TUP,2000d,12-29-2021
1177,,,CB,2000d,12-29-2021
1178,,,RPRX,2000d,12-29-2021
1179,,,LRN,2000d,12-29-2021
1180,,,NVAX,2000d,12-29-2021
1181,,,CCJ,2000d,12-29-2021
1182,,,CBRL,2000d,12-29-2021
1183,,,TXT,2000d,12-29-2021
1184,,,NR,2000d,12-29-2021
1185,,,NVR,2000d,12-29-2021
1186,,,HIMX,2000d,12-29-2021
1187,,,UNFI,2000d,12-29-2021
1188,,,NTNX,2000d,12-29-2021
1189,,,ILMN,2000d,12-29-2021
1190,,,OSK,2000d,12-29-2021
1191,,,VG,2000d,12-29-2021
1192,,,ARMK,2000d,12-29-2021
1193,,,D,2000d,12-29-2021
1194,,,ENSG,2000d,12-29-2021
1195,,,MCFT,2000d,12-29-2021
1196,,,WEX,2000d,12-29-2021
1197,,,MOMO,2000d,12-29-2021
1198,,,SJM,2000d,12-29-2021
1199,,,WYNN,2000d,12-29-2021
1200,,,VVI,2000d,12-29-2021
1201,,,RES,2000d,12-29-2021
1202,,,CLX,2000d,12-29-2021
1203,,,GSS,2000d,12-29-2021
1204,,,ATEN,2000d,12-29-2021
1205,,,TAST,2000d,12-29-2021
1206,,,AVD,2000d,12-29-2021
1207,,,ITT,2000d,12-29-2021
1208,,,CLH,2000d,12-29-2021
1209,,,CNHI,2000d,12-29-2021
1210,,,RBLX,2000d,12-29-2021
1211,,,FLOW,2000d,12-29-2021
1212,,,AMGN,2000d,12-29-2021
1213,,,TSE,2000d,12-29-2021
1214,,,ENDP,2000d,12-29-2021
1215,,,DECK,2000d,12-29-2021
1216,,,HRTG,2000d,12-29-2021
1217,,,EVBG,2000d,12-29-2021
1218,,,NXGN,2000d,12-29-2021
1219,,,EXP,2000d,12-29-2021
1220,,,LMAT,2000d,12-29-2021
1221,,,NVMI,2000d,12-29-2021
1222,,,DIOD,2000d,12-29-2021
1223,,,BNFT,2000d,12-29-2021
1224,,,TECH,2000d,12-29-2021
1225,,,ACIW,2000d,12-29-2021
1226,,,ACTG,2000d,12-29-2021
1227,,,IVAC,2000d,12-29-2021
1228,,,GPC,2000d,12-29-2021
1229,,,AVNT,2000d,12-29-2021
1230,,,MMI,2000d,12-29-2021
1231,,,ED,2000d,12-29-2021
1232,,,AOSL,2000d,12-29-2021
1233,,,H,2000d,12-29-2021
1234,,,ETN,2000d,12-29-2021
1235,,,GOLF,2000d,12-29-2021
1236,,,GS,2000d,12-29-2021
1237,,,MGRC,2000d,12-29-2021
1238,,,PHM,2000d,12-29-2021
1239,,,MRVI,2000d,12-29-2021
1240,,,ALGN,2000d,12-29-2021
1241,,,ECPG,2000d,12-29-2021
1242,,,ATRC,2000d,12-29-2021
1243,,,HNI,2000d,12-29-2021
1244,,,EXPR,2000d,12-29-2021
1245,,,CFLT,2000d,12-29-2021
1246,,,LEA,2000d,12-29-2021
1247,,,UPS,2000d,12-29-2021
1248,,,BWXT,2000d,12-29-2021
1249,,,AER,2000d,12-29-2021
1250,,,ESCA,2000d,12-29-2021
1251,,,HBAN,2000d,12-29-2021
1252,,,CLDX,2000d,12-29-2021
1253,,,MNST,2000d,12-29-2021
1254,,,HTHT,2000d,12-29-2021
1255,,,TNET,2000d,12-29-2021
1256,,,KAR,2000d,12-29-2021
1257,,,GBT,2000d,12-29-2021
1258,,,TTGT,2000d,12-29-2021
1259,,,TPX,2000d,12-29-2021
1260,,,LIVN,2000d,12-29-2021
1261,,,RARE,2000d,12-29-2021
1262,,,OGS,2000d,12-29-2021
1263,,,MRTX,2000d,12-29-2021
1264,,,LRCX,2000d,12-29-2021
1265,,,CMTL,2000d,12-29-2021
1266,,,RRX,2000d,12-29-2021
1267,,,ANDE,2000d,12-29-2021
1268,,,CAR,2000d,12-29-2021
1269,,,EL,2000d,12-29-2021
1270,,,CWT,2000d,12-29-2021
1271,,,THG,2000d,12-29-2021
1272,,,CRS,2000d,12-29-2021
1273,,,FMS,2000d,12-29-2021
1274,,,COHR,2000d,12-29-2021
1275,,,XENT,2000d,12-29-2021
1276,,,ACOR,2000d,12-29-2021
1277,,,AMCR,2000d,12-29-2021
1278,,,SLM,2000d,12-29-2021
1279,,,VMI,2000d,12-29-2021
1280,,,TLRY,2000d,12-29-2021
1281,,,LDOS,2000d,12-29-2021
1282,,,TJX,2000d,12-29-2021
1283,,,ADTN,2000d,12-29-2021
1284,,,HUYA,2000d,12-29-2021
1285,,,SEIC,2000d,12-29-2021
1286,,,SWN,2000d,12-29-2021
1287,,,LPI,2000d,12-29-2021
1288,,,UCTT,2000d,12-29-2021
1289,,,KPTI,2000d,12-29-2021
1290,,,MPX,2000d,12-29-2021
1291,,,STN,2000d,12-29-2021
1292,,,CLS,2000d,12-29-2021
1293,,,PH,2000d,12-29-2021
1294,,,M,2000d,12-29-2021
1295,,,IPGP,2000d,12-29-2021
1296,,,SPTN,2000d,12-29-2021
1297,,,NFLX,2000d,12-29-2021
1298,,,HAYN,2000d,12-29-2021
1299,,,PEP,2000d,12-29-2021
1300,,,BLL,2000d,12-29-2021
1301,,,CAE,2000d,12-29-2021
1302,,,PDCE,2000d,12-29-2021
1303,,,DG,2000d,12-29-2021
1304,,,MSFT,2000d,12-29-2021
1305,,,AMRN,2000d,12-29-2021
1306,,,LOGI,2000d,12-29-2021
1307,,,FTCH,2000d,12-29-2021
1308,,,RTX,2000d,12-29-2021
1309,,,FOCS,2000d,12-29-2021
1310,,,CEVA,2000d,12-29-2021
1311,,,LPX,2000d,12-29-2021
1312,,,SLRX,2000d,12-29-2021
1313,,,BCE,2000d,12-29-2021
1314,,,DHR,2000d,12-29-2021
1315,,,SSD,2000d,12-29-2021
1316,,,POWI,2000d,12-29-2021
1317,,,HUM,2000d,12-29-2021
1318,,,SUP,2000d,12-29-2021
1319,,,HFC,2000d,12-29-2021
1320,,,VRTX,2000d,12-29-2021
1321,,,TBPH,2000d,12-29-2021
1322,,,TOL,2000d,12-29-2021
1323,,,GD,2000d,12-29-2021
1324,,,SPLK,2000d,12-29-2021
1325,,,OKE,2000d,12-29-2021
1326,,,BR,2000d,12-29-2021
1327,,,OII,2000d,12-29-2021
1328,,,KHC,2000d,12-29-2021
1329,,,TENB,2000d,12-29-2021
1330,,,SITE,2000d,12-29-2021
1331,,,WDC,2000d,12-29-2021
1332,,,CASY,2000d,12-29-2021
1333,,,CPE,2000d,12-29-2021
1334,,,CARG,2000d,12-29-2021
1335,,,SBH,2000d,12-29-2021
1336,,,RMD,2000d,12-29-2021
1337,,,JPM,2000d,12-29-2021
1338,,,PDFS,2000d,12-29-2021
1339,,,SNEX,2000d,12-29-2021
1340,,,XOM,2000d,12-29-2021
1341,,,DVN,2000d,12-29-2021
1342,,,EMN,2000d,12-29-2021
1343,,,SAND,2000d,12-29-2021
1344,,,CENT,2000d,12-29-2021
1345,,,AAWW,2000d,12-29-2021
1346,,,SONY,2000d,12-29-2021
1347,,,HOV,2000d,12-29-2021
1348,,,KL,2000d,12-29-2021
1349,,,ZM,2000d,12-29-2021
1350,,,CFX,2000d,12-29-2021
1351,,,PRFT,2000d,12-29-2021
1352,,,FUN,2000d,12-29-2021
1353,,,ROK,2000d,12-29-2021
1354,,,FB,2000d,12-29-2021
1355,,,LSCC,2000d,12-29-2021
1356,,,IP,2000d,12-29-2021
1357,,,FDS,2000d,12-29-2021
1358,,,JNJ,2000d,12-29-2021
1359,,,GBX,2000d,12-29-2021
1360,,,UTL,2000d,12-29-2021
1361,,,SFM,2000d,12-29-2021
1362,,,GTS,2000d,12-29-2021
1363,,,BMI,2000d,12-29-2021
1364,,,COHU,2000d,12-29-2021
1365,,,NOC,2000d,12-29-2021
1366,,,LZB,2000d,12-29-2021
1367,,,LHX,2000d,12-29-2021
1368,,,ADP,2000d,12-29-2021
1369,,,AUDC,2000d,12-29-2021
1370,,,CHH,2000d,12-29-2021
1371,,,JNPR,2000d,12-29-2021
1372,,,ATHM,2000d,12-29-2021
1373,,,ISRG,2000d,12-29-2021
1374,,,JBHT,2000d,12-29-2021
1375,,,K,2000d,12-29-2021
1376,,,DCP,2000d,12-29-2021
1377,,,ZNGA,2000d,12-29-2021
1378,,,DT,2000d,12-29-2021
1379,,,NLSN,2000d,12-29-2021
1380,,,AMRK,2000d,12-29-2021
1381,,,IVZ,2000d,12-29-2021
1382,,,GFF,2000d,12-29-2021
1383,,,PG,2000d,12-29-2021
1384,,,VZ,2000d,12-29-2021
1385,,,TSN,2000d,12-29-2021
1386,,,CHGG,2000d,12-29-2021
1387,,,HSII,2000d,12-29-2021
1388,,,TMHC,2000d,12-29-2021
1389,,,KALU,2000d,12-29-2021
1390,,,CHD,2000d,12-29-2021
1391,,,CBOE,2000d,12-29-2021
1392,,,ECOM,2000d,12-29-2021
1393,,,COLM,2000d,12-29-2021
1394,,,MESA,2000d,12-29-2021
1395,,,THR,2000d,12-29-2021
